,Or2Cr2014St01,Or2Cr2014St03,Or2Cr2014St05,Or2Cr2014St07,Or2Cr2014St09,Or2Cr2014St11,Or2Cr2023St03,Or2Cr2023St05,Or2Cr2023St07,Or2Cr2023St09,Or2Cr2023St11,Or2Cr2039St01,Or2Cr2039St03,Or2Cr2039St05,Or2Cr2039St07,Or2Cr2039St09,Or2Cr2039St11,Or2Cr2046St01,Or2Cr2046St03,Or2Cr2046St05,Or2Cr2046St07,Or2Cr2046St09,Or2Cr2046St11,Or2Cr2053St01,Or2Cr2053St03,Or2Cr2053St05,Or2Cr2053St07,Or2Cr2053St09,Or2Cr2053St11,Or2Cr2099St01,Or2Cr2099St03,Or2Cr2099St05,Or2Cr2099St07,Or2Cr2099St09,Or2Cr2099St11,Or2Cr2109St01,Or2Cr2109St03,Or2Cr2109St05,Or2Cr2109St07,Or2Cr2109St09,Or2Cr2109St11,Or2Cr2164St01,Or2Cr2164St03,Or2Cr2164St05,Or2Cr2164St07,Or2Cr2164St09,Or2Cr2164St11,Or2Cr2183St01,Or2Cr2183St03,Or2Cr2183St05,Or2Cr2183St07,Or2Cr2183St09,Or2Cr2183St11,Or2Cr2192St01,Or2Cr2192St03,Or2Cr2192St05,Or2Cr2192St07,Or2Cr2192St09,Or2Cr2192St11,Or2Cr2241St01,Or2Cr2241St03,Or2Cr2241St05,Or2Cr2241St07,Or2Cr2241St09,Or2Cr2241St11,Or2Cr2243St01,Or2Cr2243St03,Or2Cr2243St05,Or2Cr2243St07,Or2Cr2243St09,Or2Cr2243St11,Or2Cr2245St01,Or2Cr2245St03,Or2Cr2245St05,Or2Cr2245St07,Or2Cr2245St09,Or2Cr2245St11,Or2Cr2248St01,Or2Cr2248St03,Or2Cr2248St05,Or2Cr2248St07,Or2Cr2248St09,Or2Cr2248St11
seq68,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,12508,43,0,0,0,0
seq69,620,3382,197,0,0,0,0,69,118,220,0,269,890,109,107,120,55,98,44,91,29,102,163,115,0,0,62,287,0,125,0,506,0,0,248,0,0,36,18,0,269,0,0,87,0,0,0,411,171,313,109,180,1353,0,42,156,145,584,90,139,0,118,122,0,0,256,319,0,0,0,0,274,102,0,0,0,0,421,0,0,0,0,0
seq70,0,0,287,106,173,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,232,110,86,216,0,0,0,0,0,85,724,2848,0,0,0,0,0,312,0,162,0,0,0,0,0,0,0,0,954,593,0,181,0,0,628,1406,1236,128,0,220,878,127,1044,241,0,140,0,0,0,185
seq71,0,22,44,0,109,257,7,2860,13,39,68,1155,333,0,92,32,54,40,218,37,0,0,47,66,0,0,21,0,0,0,44,126,155,120,101,0,704,18,33,309,113,146,74,0,98,0,59,146,0,41,0,28,147,0,0,0,0,171,0,203,119,637,1355,581,374,0,124,133,156,236,127,0,0,415,0,87,0,0,0,132,0,64,258
seq72,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,156,179,0,0,0,0,0,155,0,0,235,0,0,0,510,111,237,0,143,0,119,0,0,0,0,0,0,614,373,0,440,0,350,0,349,0,0,0,0,0,346,340,514,722,939,0,0,378,164,0,407,0,469,0,333,241,335,311,0,0,0,737,740,794,847,409
seq73,0,1329,2034,294,543,477,161,2963,0,47,0,0,0,52,42,0,0,0,0,81,0,0,218,0,0,46,0,63,45,92,79,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,57,74,298,0,0,0,0,74,0,491,1010,403,142,96,71,0,325,94,0,0,0,0,43,344,0,0,48,0,0,0,0,0,278
seq74,0,0,44,0,139,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,185,225,863,0,0,0,0,77,0,0,0,0,59,916,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,2052,851,0,351,0,0,256,334,1253,214,0,1078,3067,0,0,0,0,0,0,0,0,0
seq75,0,0,454,162,0,138,0,252,0,263,29,0,0,0,0,0,99,0,0,0,0,0,0,0,180,76,47,398,113,0,0,1746,306,755,0,0,0,0,0,62,0,0,0,0,0,841,0,409,59,0,0,0,96,0,44,0,0,24,0,0,378,955,96,0,217,118,0,230,0,292,0,0,378,247,43,0,46,0,1935,168,208,65,144
seq76,0,0,275,0,171,1687,0,296,0,0,619,0,0,0,0,576,976,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,145,236,0,0,0,0,0,644,0,0,0,122,102,365,0,0,0,0,0,0,0,0,0,0,304,0,0,0,603,569,709,2574,0,0,81,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0
seq77,0,0,0,0,42,0,0,0,0,0,0,88,0,0,25,20,0,13,140,0,0,50,56,111,45,0,46,46,72,0,0,0,0,0,0,0,0,59,20,0,16,16,0,0,0,0,0,156,0,196,83,19,927,0,115,0,0,26,0,171,0,44,0,0,0,294,235,0,119,46,35,137,0,0,0,0,0,8155,0,28,146,34,62
seq78,0,0,19,0,5039,0,0,0,10,0,0,3,9,0,0,0,0,0,0,11,0,0,0,572,9,0,0,0,0,0,0,0,0,12,5,0,10,0,0,0,0,24,4939,92,55,0,6,0,0,0,0,9,0,0,8,12,0,0,0,0,0,8,0,170,0,9,0,0,0,0,0,0,8,0,160,0,66,0,71,0,0,274,0
seq79,6,29,32,0,120,67,5,8,0,170,360,82,105,94,218,826,995,259,114,36,491,166,4024,36,15,40,164,29,138,15,0,11,11,13,402,0,0,0,0,0,0,43,66,75,155,597,95,31,17,407,51,0,0,0,0,0,0,9,10,12,0,18,47,125,277,0,17,6,0,0,100,207,24,57,0,11,0,0,0,0,0,0,0
seq80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,428,1942,159,973,624,0,0,0,0,0,0,0,0,0,0,859,4150,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq81,0,1417,317,237,250,494,146,950,0,61,145,0,45,0,20,39,101,0,32,44,0,27,220,0,0,18,0,16,22,55,175,146,73,110,152,454,256,273,100,61,434,154,831,375,249,64,419,0,52,0,58,23,105,25,60,201,25,191,161,184,126,106,178,92,100,0,37,0,0,34,0,0,45,51,0,0,37,0,34,0,0,0,0
seq82,0,0,84,0,35,19,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,173,32,0,0,0,0,0,31,25,0,25,17,29,0,0,0,0,0,75,92,188,0,4617,53,120,80,80,0,0,276,64,0,51,0,0,0,63,19,65,185,0,0,168,0,34,0,0,77,197,370,26,23,0,3089,84,66,39,0
seq83,0,0,0,0,0,0,89,0,57,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,786,0,0,0,0,0,788,153,0,0,480,0,122,0,0,2071,137,67,0,0,0,0,0,0,468,1717,165,430,0,152,165,627,0,116,136,0,393,286,0,0,136,0,451,146,0,0,0,0
seq84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,27,40,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,41,0,34,0,0,0,0,0,0,0,0,0,1116,22,164,803,0,0,164,0,533,112,0,530,128,28,14,0,0,3579,2170,32,34,695
seq85,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,59,0,0,0,0,0,0,0,15,0,0,0,0,9736,0,0,114,0,0
seq86,0,0,0,0,0,0,0,0,0,0,46,0,32,0,78,22,109,0,0,0,0,0,31,982,98,30,29,97,0,0,0,0,0,187,83,0,0,0,22,0,0,0,0,0,37,25,0,915,13,0,0,0,0,205,124,0,20,24,283,0,0,0,0,0,121,0,0,0,0,0,162,0,0,54,0,21,0,0,0,0,491,0,5836
seq87,0,0,342,142,59,168,0,183,7,65,122,0,47,0,33,14,89,11,117,19,10,10,208,0,0,0,54,41,38,0,0,0,202,365,62,0,27,14,0,0,65,58,32,156,224,195,41,23,0,32,14,36,18,0,12,19,29,214,375,20,116,306,390,321,1358,22,63,288,49,169,44,15,192,404,248,156,122,0,1003,0,327,87,422
seq88,45,14,222,0,692,423,0,248,0,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,82,112,81,78,100,0,0,107,154,292,190,0,0,0,0,0,0,122,839,0,40,320,135,45,0,141,0,0,0,26,43,119,16,0,27,1221,335,177,124,77,201,94,521,237,0,312,54,417,472,211,79,0,50,234,203,112,139,58,0
seq89,0,35,168,280,0,0,0,65,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,23,39,0,90,26,44,0,0,91,180,0,0,88,0,0,0,0,117,0,221,255,416,68,114,0,0,0,72,0,0,105,0,45,20,41,0,1309,1749,198,0,355,0,0,635,0,427,0,0,133,256,414,0,0,0,207,744,374,348,169
seq90,0,0,41,0,215,752,0,71,0,60,135,365,107,642,78,0,0,0,0,0,27,26,118,0,141,53,80,143,61,0,97,205,898,989,188,0,51,0,0,63,0,0,0,60,111,0,0,0,0,71,0,0,0,0,0,0,0,0,0,161,0,502,0,679,158,146,503,196,0,0,0,545,209,102,61,0,0,372,106,0,0,0,295
seq91,0,0,453,0,0,0,0,0,0,0,141,0,130,1070,369,99,69,0,0,0,61,62,160,0,0,25,0,158,27,6,737,1931,266,134,148,0,0,159,0,165,310,0,330,292,376,93,0,0,0,0,0,95,41,0,0,0,61,171,0,169,121,0,141,0,0,0,0,0,0,65,0,792,27,73,0,0,0,0,0,0,0,69,89
seq92,0,0,177,0,0,927,0,0,643,0,144,0,0,0,179,0,96,0,0,0,0,0,241,0,0,0,223,344,104,0,0,231,683,1007,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,657,338,219,620,0,0,456,0,457,0,166,0,338,0,71,0,0,0,0,0,0,155
seq93,0,22,326,0,1022,1159,28,354,87,116,181,53,34,0,43,0,66,0,0,27,0,0,117,0,0,0,102,47,59,34,339,1972,252,468,178,0,0,0,0,0,49,0,0,0,86,0,62,0,0,0,113,0,26,0,0,0,0,105,45,0,0,744,115,166,415,0,0,0,84,85,0,0,0,57,0,0,0,0,0,0,43,0,309
seq94,0,91,179,262,20,16,0,8,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,14,8,19,0,0,0,21,121,157,0,0,0,0,0,0,270,0,0,239,1002,71,346,0,38,0,72,0,40,40,22,76,194,89,0,78,75,109,79,1799,754,85,77,0,81,94,0,144,202,262,0,25,19,349,373,1013,208,0
seq95,0,0,0,0,38,0,0,20,24,0,22,0,234,9,18,0,0,0,29,0,35,0,0,0,0,12,0,5,0,30,21,70,80,0,0,0,0,15,315,97,233,0,0,0,0,0,0,106,297,93,0,68,0,0,0,0,0,0,0,23,31,180,255,64,153,0,58,355,0,280,39,21,103,45,0,32,0,5382,208,0,36,0,94
seq96,0,0,0,0,0,0,0,0,0,0,0,0,53,0,63,0,0,0,198,240,918,313,44,0,0,330,155,75,66,0,0,0,0,0,0,441,354,455,977,288,900,0,0,0,0,0,0,0,202,263,213,143,157,73,317,218,0,1466,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq97,0,0,135,0,0,0,0,159,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,45,0,0,0,0,0,32,1388,3534,483,0,0,228,0,0,0,0,0,82,0,128,44,0,0,0,0,191,0,464,169,0
seq98,0,0,0,0,0,1801,0,1151,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,3288,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq99,0,0,76,18,135,7,0,5,1253,9,50,0,79,0,0,0,0,0,13,0,0,0,0,177,6,2,0,0,0,0,0,0,0,76,2164,27,84,0,6,0,0,0,40,176,125,25,0,153,27,0,10,0,0,50,34,62,33,0,0,0,0,91,79,8,20,0,0,6,0,0,210,0,5,85,2236,90,242,0,18,0,89,601,0
seq100,9,17,203,244,175,82,0,32,22,9,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,203,0,0,15,61,0,31,16,0,0,0,0,942,43,156,1114,390,0,0,27,0,0,13,0,0,0,6,26,0,26,361,421,261,192,53,98,1023,0,10,517,183,0,33,106,0,234,31,7,9,1118,0,21,61,0
seq101,0,380,687,165,0,125,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,461,396,127,0,0,0,0,0,138,0,0,2496,256,411,405,178,0,0,0,0,0,0,0,0,0,0,0,0,371,181,122,0,0,0,0,17,0,0,0,0,278,97,228,0,0,0,0,24,0,0,0,0
seq102,0,226,163,0,0,137,0,192,0,0,0,0,220,0,0,91,120,0,0,0,0,0,368,0,0,87,0,0,0,0,1787,1906,127,0,478,177,132,293,0,0,341,0,221,141,0,0,147,0,0,0,0,0,0,0,0,0,0,118,0,330,178,125,214,0,0,0,119,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0
seq103,0,0,16,0,0,0,0,0,0,0,85,0,10,178,108,135,54,0,31,234,993,372,172,0,76,73,0,308,65,0,0,44,0,23,38,0,0,1119,0,258,150,0,48,170,195,0,0,0,0,0,343,1076,179,0,0,143,165,1223,83,0,0,0,84,0,0,0,0,0,35,122,0,0,0,41,0,44,0,0,0,0,0,0,51
seq104,0,0,28,0,246,140,1259,17,0,0,0,0,29,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,241,0,0,51,29,0,0,0,0,0,0,240,0,59,0,106,197,0,26,28,29,383,208,0,0,40,0,0,0,0,648,94,414,556,857,223,39,65,63,227,63,0,321,902,123,0,41,0,186,0,0,0,0,65
seq105,94,0,0,0,0,0,30,0,0,0,0,1535,462,0,30,0,0,223,15,0,0,20,0,17,0,16,130,0,0,137,0,0,0,0,0,2941,559,0,94,0,0,193,0,0,0,0,0,315,0,0,16,0,0,39,0,0,0,0,0,0,0,0,0,0,0,77,0,0,27,0,0,0,0,0,0,0,0,1157,16,0,128,0,0
seq106,0,109,1236,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,8,19,0,0,0,51,106,178,97,0,0,2740,317,365,95,0,0,769,234,0,0,0,0,0,164,341,60,0,0,0,0,1112,12,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
seq107,256,97,1446,581,303,214,43,130,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,108,0,169,0,0,0,0,0,0,153,0,0,0,0,249,220,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,147,0,109,68,182,171,1203,0,0,0,0,1280,423,0,0,0,0,0,0,250,0,0,0
seq108,0,61,127,74,0,182,15,0,0,0,0,0,0,0,155,19,92,0,0,0,40,0,0,0,0,0,2062,0,34,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,441,291,65,0,0,0,0,0,133,0,0,0,129,0,0,0,444,162,1183,883,0,0,0,0,0,346,0,0,97,0,563,0,0
seq109,551,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,236,0,157,0,0,0,97,0,0,0,0,0,0,0,0,0,123,204,0,141,0,0,0,0,0,0,0,0,309,187,419,3540,0,134,0,0,995,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq110,0,31,170,0,0,0,23,0,13,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,15,0,108,0,0,12,0,0,0,0,728,52,96,36,28,0,0,0,0,0,0,0,0,0,17,810,0,0,18,95,252,661,0,816,1770,135,65,0,0,0,150,820,96,393,0,0,27,0,431,0,0,38
seq111,0,177,0,0,0,134,0,3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,852,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,344,0,0,0,0,0,0,0,0,0,557,1343,0,0,0,0,0,0,0,719,41,0,0,0,0,0,0,0
seq112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,24,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,102,22,0,0,0,0,58,0,248,220,416,0,0,906,0,0,74,0,285,289,0,0,329,119,0,18,0,113,73,2575,372,1224
seq113,0,414,2479,312,542,928,0,61,64,0,40,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,15,9,0,0,27,0,0,0,0,44,12,0,292,562,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,317,0,119,0,0,0,75,200,0,0,0,175,0,11,17,0,0,13,38,0,649
seq114,0,200,54,0,0,0,78,857,32,0,0,0,0,0,26,71,0,0,0,0,0,35,0,0,0,0,0,0,0,0,115,263,250,590,611,40,0,0,0,94,122,186,1796,532,74,667,216,0,0,0,0,0,0,0,0,0,0,0,0,87,16,0,47,0,93,0,66,75,0,39,64,0,58,70,0,15,31,0,0,0,193,0,0
seq115,125,0,117,0,184,0,0,0,0,0,0,11,0,0,0,1040,25,0,0,0,0,0,0,0,0,0,0,0,0,83,0,85,0,0,0,0,0,0,0,0,0,1402,305,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,192,2353,48,0,0,0,230,598,362,0,0,0,184,34,108,0,0,0,0,0,0,0,0,0
seq116,42,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,20,8,0,20,13,0,0,0,0,0,44,298,49,0,0,62,28,0,0,14,0,0,0,0,0,0,0,0,66,123,28,0,0,0,0,16,0,11,0,0,35,6363,155,0,6,0,14,0,60,0,0
seq117,0,27,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,218,0,0,32,55,0,0,0,0,69,343,0,0,0,0,207,911,24,0,0,0,3085,52,0,0,0,22,0,290,40,0,0,0,0,1987,0,0,0,0
seq118,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,1282,665,1191,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,195,0,0,0,0,273,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq119,0,0,0,0,0,65,0,0,0,0,0,0,0,0,191,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,40,2453,0,7,303,0,1010,0,0,0,0,996,0,0,24,0,0,829,0,276,0,0,146,13,0,0,94,0,0,0,0,0,128
seq120,0,69,0,0,515,1166,0,0,65,75,177,0,547,190,291,114,49,8,0,0,0,0,64,0,0,0,70,0,0,0,270,0,202,359,305,0,23,0,0,45,0,0,0,76,0,0,42,0,26,0,0,0,0,0,0,0,24,0,0,179,147,527,607,359,269,0,0,0,113,0,73,0,92,57,0,0,0,0,0,0,0,0,0
seq121,0,0,0,0,0,0,0,0,0,59,0,329,65,0,73,0,170,0,0,55,0,0,72,0,0,0,0,129,242,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,172,0,105,41,0,0,0,0,0,0,0,0,0,0,252,0,190,77,0,333,326,351,173,118,385,195,349,132,99,66,0,0,43,491,99,1046,217,596
seq122,0,0,0,0,108,131,0,0,0,62,0,0,0,0,0,40,0,0,0,0,0,29,30,0,0,0,0,68,0,0,0,0,0,35,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,158,173,376,3361,0,0,0,83,65,98,0,0,38,67,108,1143,0,0,0,0,0,0
seq123,0,0,0,0,0,85,0,0,40,0,0,123,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,145,57,251,0,266,0,0,0,0,0,111,87,0,0,0,32,0,88,0,0,31,72,0,0,0,0,0,0,1787,0,104,128,259,354,0,433,79,1341,71,56,121,0,715,0,0,0,0,74,0,26,0,0,0,60
seq124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,2983,0,0,42,0,99,170,0,25,43,25,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,338,2813,331,0,0,0,0,31,0,0,0,0,0,0,0,34,0,0,0,0,0,0
seq125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,27,35,0,0,0,0,0,59,0,0,0,0,0,0,0,144,339,867,338,949,0,0,0,0,0,0,0,0,264,305,216,0,0,0,0,0,0,0,0,672,39,0,79,0,0,0,0,0,0,0,0,0,96,0,252,79,0,0,1441,0,123,132,0,0,0,158,0,211
seq126,0,0,60,39,0,0,0,10,0,0,0,0,0,21,22,0,0,0,0,11,0,0,0,0,20,40,15,38,55,0,0,0,10,50,0,0,28,39,0,0,0,0,0,80,302,334,0,20,18,133,63,250,26,0,0,173,446,191,167,0,23,86,60,21,112,55,17,186,0,185,0,0,45,158,105,40,35,0,541,58,1785,654,30
seq127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,9,0,0,0,0,0,0,0,0,42,0,0,0,0,0,139,5045,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
seq128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq129,0,35,39,75,42,0,0,15,0,0,0,0,25,11,25,0,0,8,0,0,0,0,0,0,0,21,12,17,51,0,0,0,0,25,0,0,29,23,0,0,0,0,0,107,324,63,0,0,0,394,79,475,169,24,0,78,347,380,306,0,32,128,72,23,32,144,190,225,14,267,0,8,39,60,247,85,19,0,146,452,900,221,60
seq130,244,126,115,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,79,0,0,0,0,0,69,42,0,0,0,0,247,52,144,337,183,0,168,0,76,0,63,81,0,0,125,49,193,98,0,76,133,38,73,94,469,82,83,0,97,0,0,146,124,543,0,0,70,178,535,850,189,72
seq131,0,139,0,0,325,43,0,0,129,0,0,0,67,0,0,0,0,0,29,0,58,0,0,15,0,0,0,0,0,0,0,23,0,109,0,0,82,0,0,359,395,58,0,42,0,0,184,0,1002,156,633,204,0,21,23,0,0,0,0,0,0,338,0,183,162,0,0,0,0,108,0,0,0,0,0,0,0,1308,135,40,80,0,0
seq132,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,3699,1805,27,44,60,0,0,423,0,11,0,0,0,34,0,0,0,0,0,0,0,0,0
seq133,0,0,98,0,148,202,0,7,7,18,15,4,111,29,47,112,503,0,0,171,0,35,52,0,0,0,25,65,310,0,0,142,99,10,41,33,112,0,0,26,115,0,51,19,27,417,80,12,6,23,53,56,37,0,8,152,158,28,66,206,54,218,291,217,796,21,110,0,171,50,0,32,8,8,0,0,0,14,144,17,38,0,225
seq134,0,0,75,0,0,41,0,0,19,0,31,38,486,0,33,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,32,259,2805,0,0,6,0,33,110,264,15,72,92,51,7,0,301,169,38,103,49,0,25,343,8,11,0,7,12,18,127,43,0,0,0,0,9,51,119,216,0,0,0,0,132,0,0,15,0,0,0,0
seq135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,420,0,0,1948,167,286,0,0,0,0,0,4,21,21,3105,13,43,30,22,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0
seq136,149,1410,361,0,0,45,30,0,24,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,20,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,120,0,0,237,99,0,0,0,56,0,61,0,0,0,0,0,2298,0,0,94,76,630
seq137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seq138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,4159,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
seq139,0,0,63,0,36,0,0,72,24,0,37,0,0,0,99,0,61,0,0,0,0,40,57,10,32,83,48,76,55,470,232,786,115,260,185,0,0,0,0,0,0,0,45,0,168,0,49,1129,361,28,0,0,0,0,0,0,0,0,129,63,92,40,118,25,0,0,112,88,0,155,0,65,41,181,0,38,0,0,0,0,0,0,0
seq140,82,24,45,86,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,59,0,0,0,0,352,0,60,65,146,63,0,0,0,0,0,0,0,0,0,0,16,58,0,58,33,127,74,104,3170,185,49,0,54,0,0,54,0,44,0,57,25,539,0,47,0,0
seq141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5549,0,0,0,0
seq142,12,30,183,443,36,0,11,9,0,11,0,0,0,0,0,3,5,0,0,0,0,0,0,0,98,12,8,16,24,0,0,0,0,50,22,0,0,0,0,0,0,9,4,23,93,245,14,0,0,21,32,90,17,19,67,125,38,78,25,12,9,64,42,14,194,118,97,196,0,436,57,11,82,249,199,13,38,55,351,60,1161,165,10
seq143,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,50,155,0,0,0,0,0,72,0,0,52,0,67,42,0,86,0,0,0,0,0,4042,305,199,131,92
